Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
TipoMedicaoCotas: 1 = Escala, 2 = Linígrafo, 3 = Data Logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:54549000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
54549000;1;01/10/2015;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/12/2013;;1;1;;;;;;0;0;0;;0;;;;;;;;;15;;;;10;22;19;46;47;45;109;17;73;55;44;;;;;20;19;15;11;4;4;4;4;4;4;4;4;;4;4;4;;;;;;;;;;;;0;0;0;0;;;;;
54549000;1;01/05/2014;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/05/2014;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/04/2014;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/04/2014;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/12/2013;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;18;;;;8;22;20;25;46;45;105;18;73;52;46;;;;;20;19;16;12;4;4;4;4;4;4;4;4;;4;4;4;;;;;;;;;;;;0;0;0;0;;;;;
54549000;1;01/12/2013;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;12;;;28;12;21;18;66;48;44;112;16;72;58;42;;;;;19;18;14;10;4;4;4;4;4;4;4;4;;4;4;;;;;;;;;;;;;0;0;0;0;;;;;
54549000;1;01/05/2009;;1;1;;;;;;0;0;0;;0;10;9;9;8;9;9;8;7;7;8;8;8;8;8;8;7;6;5;5;4;4;3;2;2;2;2;2;1;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;
54549000;1;01/06/2009;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/03/2014;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/03/2014;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/03/2014;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/02/2014;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;
54549000;1;01/02/2018;;1;1;;;;;;0;0;0;;0;27;33;37;43;50;56;61;65;74;81;90;95;80;75;66;57;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;
54549000;1;01/02/2014;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;
54549000;1;01/02/2014;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;
54549000;1;01/01/2014;;1;1;;;;;;0;0;0;;0;10;9;8;7;6;6;6;6;5;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;
54549000;1;01/01/2014;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;10;9;8;7;6;6;6;6;5;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;
54549000;1;01/01/2014;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;10;9;8;6;6;6;6;5;4;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;
54549000;1;01/10/2015;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/10/2015;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/09/2013;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/10/2013;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/09/2013;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/09/2013;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/10/2013;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/10/2013;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/02/2018;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;26;32;36;42;48;54;60;64;72;78;88;94;82;76;68;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;
54549000;1;01/02/2018;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;28;34;38;44;52;58;62;66;76;84;92;96;78;74;64;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;
54549000;1;01/10/2016;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/10/2016;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/09/2016;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/09/2016;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/11/2013;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/11/2013;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/11/2013;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/02/2015;;1;1;;;;;;0;0;0;;0;;;;;;;21;18;6;56;9;7;5;3;2;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54549000;1;01/02/2015;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;22;18;6;70;10;7;5;3;2;1;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54549000;1;01/02/2015;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;20;18;6;42;8;6;4;2;2;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54549000;1;01/08/2016;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/08/2016;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/08/2016;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/05/2018;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
54549000;1;01/06/2013;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/04/2016;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/04/2016;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;0;
54549000;1;01/04/2018;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;
54549000;1;01/04/2018;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;
54549000;1;01/04/2018;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;
54549000;1;01/03/2016;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/02/2016;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54549000;1;01/05/2018;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
54549000;1;01/05/2018;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
54549000;1;01/10/2017;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
54549000;1;01/10/2017;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
54549000;1;01/10/2017;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
54549000;1;01/06/2009;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/11/2008;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/03/2015;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;40;6;4;2;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;4;4;4;4;
54549000;1;01/03/2015;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;24;5;2;1;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;4;4;4;4;
54549000;1;01/12/2017;;1;1;;;;;;0;0;0;;0;;;;;;25;;;;34;42;48;45;40;38;33;28;23;19;15;11;10;8;;;;;;;;;6;6;6;6;6;1;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;
54549000;1;01/12/2017;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;26;;;;32;40;46;44;42;40;34;30;24;20;16;12;10;8;;;;;;;;;6;6;6;6;6;1;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;
54549000;1;01/12/2017;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;24;;38;;36;44;50;46;38;36;32;26;22;18;14;10;10;8;;;;;;;;;6;6;6;6;6;1;6;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;
54549000;1;01/07/2014;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/03/2018;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;29;22;;;;;;;;;;;22;31;35;;;;;;;6;6;6;6;6;6;6;6;6;6;;;6;6;6;6;6;6;6;6;6;6;;;;7;6;6;6;6;6;
54549000;1;01/05/2009;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;10;9;9;8;9;9;8;7;7;8;8;8;8;8;7;6;6;5;4;4;3;2;2;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;
54549000;1;01/03/2018;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;30;26;;;;;;;;;;;18;30;34;;;;;;;6;6;6;6;6;6;6;6;6;6;;;6;6;6;6;6;6;6;6;6;6;;;;7;6;6;6;6;6;
54549000;1;01/03/2018;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;28;18;;;;;;;;;;;26;32;36;;;;;;;6;6;6;6;6;6;6;6;6;6;;;6;6;6;6;6;6;6;6;6;6;;;;7;6;6;6;6;6;
54549000;1;01/11/2017;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;
54549000;1;01/03/2015;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;32;6;3;2;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;;4;4;4;4;
54549000;1;01/08/2015;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/08/2015;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/08/2015;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;
54549000;1;01/05/2009;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;10;9;9;8;9;9;8;7;7;7;8;8;8;8;8;7;6;5;5;4;4;3;2;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;
54549000;1;01/03/2016;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/03/2016;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/05/2015;;1;1;;;;;;0;0;0;;0;;;;;;;;25;13;8;6;4;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/05/2015;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;30;15;8;6;5;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/05/2015;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;20;10;7;6;2;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/11/2015;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/11/2015;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/11/2015;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/11/2017;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;
54549000;1;01/11/2017;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;
54549000;1;01/02/2016;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54549000;1;01/02/2016;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54549000;1;01/06/2011;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/06/2011;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/06/2015;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/06/2015;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/06/2015;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54549000;1;01/01/2017;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;40;6;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/01/2017;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;16;4;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54549000;1;01/05/2006;01/01/1900 07:00:00;0;1;30;4;8;4;25;0;0;0;;0;7;7;6;30;26;20;12;9;8;8;7;8;8;8;8;7;6;6;5;5;5;5;5;5;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54549000;1;01/05/2006;01/01/1900 17:00:00;0;1;30;4;8;4;25;0;0;0;;0;7;6;6;30;24;20;12;9;8;8;7;8;8;8;7;6;6;5;5;5;5;5;5;5;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54549000;1;01/04/2006;01/01/1900 07:00:00;0;1;70;7;17;1;29;0;0;0;;0;70;65;22;14;14;14;13;11;10;10;12;10;10;9;9;9;9;9;50;14;13;12;12;10;10;9;9;8;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
