Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
TipoMedicaoCotas: 1 = Escala, 2 = Linígrafo, 3 = Data Logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:54548500


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
54548500;1;01/02/2008;;1;1;;;;;;0;0;0;;0;;;;30;65;40;36;30;27;17;;;;;;;;;;;;;;;;;56;43;41;;;4;4;4;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;0;0;
54548500;1;01/03/2008;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;42;42;46;40;40;39;36;35;34;32;32;31;30;29;30;30;30;30;30;28;28;28;28;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;
54548500;1;01/03/2008;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;42;41;46;40;40;38;35;34;33;32;31;30;30;30;30;30;30;30;30;28;28;28;28;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;
54548500;1;01/02/2008;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;30;66;41;37;30;28;18;;;;;;;;;;;;;;;;;63;44;42;;;4;4;4;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;0;0;
54548500;1;01/02/2008;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;30;63;38;35;30;26;16;;;;;;;;;;;;;;;;;48;42;40;;;4;4;4;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;;;;0;0;
54548500;1;01/01/2011;01/01/1900 07:00:00;0;1;27;6;16;1;30;0;0;0;;0;27;26;24;22;21;19;18;18;17;17;17;18;18;18;18;17;16;16;16;16;14;13;13;12;12;11;10;9;8;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
54548500;1;01/07/2006;;1;1;;;;;;0;0;0;;0;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;24;24;24;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/11/2006;;1;1;;;;;;0;0;0;;0;;;;;;;;;98;72;155;103;99;107;78;65;56;49;44;42;39;53;42;38;35;34;34;34;33;32;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;;;0;
54548500;1;01/12/2006;01/01/1900 07:00:00;0;1;136;29;48;13;7;0;0;0;;0;32;40;37;33;32;30;29;36;38;38;110;75;136;72;62;58;57;65;58;44;42;39;37;36;35;35;34;32;60;50;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54548500;1;01/06/2018;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;
54548500;1;01/12/2006;;1;1;136;29;48;13;7;0;0;0;;0;32;39;35;33;32;30;31;36;35;57;105;74;115;71;61;58;57;63;57;43;41;39;37;36;35;35;33;32;49;48;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54548500;1;01/01/2007;;1;1;45;28;33;16;22;0;0;0;;0;34;32;35;34;33;33;33;33;32;31;31;31;35;37;41;43;36;34;33;32;31;29;28;40;38;32;31;31;31;31;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54548500;1;01/02/2007;;1;1;50;30;36;4;1;0;0;0;;0;31;31;32;50;48;44;35;31;31;31;30;30;45;42;43;42;39;34;40;40;39;34;32;32;32;32;32;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;
54548500;1;01/03/2007;;1;1;;;;;;0;0;0;;0;31;31;31;31;31;31;32;32;31;30;30;30;30;30;30;29;28;28;28;27;26;25;25;25;24;24;24;24;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;
54548500;1;01/03/2007;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;31;31;31;31;31;31;32;32;31;30;30;30;30;30;30;29;28;28;28;28;26;25;25;25;24;24;24;24;23;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;
54548500;1;01/03/2007;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;31;31;31;31;31;31;32;31;30;30;30;30;30;30;30;28;28;28;28;26;26;25;25;24;24;24;24;23;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;
54548500;1;01/02/2007;01/01/1900 17:00:00;0;1;50;30;36;4;1;0;0;0;;0;30;30;32;49;48;42;32;31;31;30;30;30;45;42;42;41;38;32;48;40;38;32;32;32;32;32;32;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;
54548500;1;01/02/2007;01/01/1900 07:00:00;0;1;50;30;36;4;1;0;0;0;;0;31;32;32;50;48;46;38;31;31;31;30;30;45;42;44;42;40;36;32;40;39;36;32;32;32;32;32;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;
54548500;1;01/01/2007;01/01/1900 07:00:00;0;1;45;28;33;16;22;0;0;0;;0;34;32;35;34;33;33;33;33;32;31;31;31;31;38;38;45;38;34;33;32;31;30;28;38;38;32;31;31;31;31;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54548500;1;01/01/2007;01/01/1900 17:00:00;0;1;45;28;33;16;22;0;0;0;;0;33;32;35;34;33;33;33;32;32;31;31;31;38;36;44;40;34;33;32;31;30;28;28;42;38;32;31;31;31;31;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54548500;1;01/12/2006;01/01/1900 17:00:00;0;1;136;29;48;13;7;0;0;0;;0;32;38;33;33;31;30;32;35;32;75;100;73;94;69;60;58;56;60;55;42;40;38;36;35;35;35;32;32;37;45;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54548500;1;01/12/2011;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/07/2008;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/07/2008;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/12/2007;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/12/2007;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/01/2008;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/01/2008;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/10/2007;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/10/2007;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/11/2007;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/11/2007;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/04/2007;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/06/2007;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/06/2007;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/05/2007;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/04/2007;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/05/2007;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/12/2011;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/09/2007;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/09/2007;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/04/2008;;1;1;;;;;;0;0;0;;0;36;32;32;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/09/2017;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;
54548500;1;01/10/2016;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/09/2016;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/09/2017;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;
54548500;1;01/09/2017;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;
54548500;1;01/12/2014;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/12/2014;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/12/2014;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/04/2015;;1;1;;;;;;0;0;0;;0;;;;;;;215;110;19;19;15;10;8;;;;;;;;;;;;;54;13;7;;;;4;4;4;4;4;4;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;;;;4;4;;
54548500;1;01/04/2015;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;230;120;19;18;15;10;8;;;;;;;;;;;;;80;14;7;;;;4;4;4;4;4;4;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;;;;4;4;0;
54548500;1;01/04/2015;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;200;100;18;19;14;9;8;;;;;;;;;;;;;28;12;6;;;;4;4;4;4;4;4;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;;;;4;4;0;
54548500;1;01/12/2015;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/12/2015;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/12/2015;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/01/2015;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/07/2017;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
54548500;1;01/07/2017;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;
54548500;1;01/01/2015;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/01/2015;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/04/2016;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/08/2013;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/08/2013;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/08/2013;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/02/2011;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;
54548500;1;01/04/2014;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/05/2014;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/10/2015;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/12/2013;;1;1;;;;;;0;0;0;;0;;;;;;;;;34;;;;32;39;36;67;69;65;106;21;94;79;75;;;;;38;34;29;21;4;4;4;4;4;4;4;4;;4;4;4;;;;;;;;;;;;0;0;0;0;;;;;
54548500;1;01/05/2014;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/04/2014;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/04/2014;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;
54548500;1;01/05/2014;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/12/2013;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;40;;;;29;40;36;45;68;65;105;22;95;77;78;;;;;38;36;30;22;4;4;4;4;4;4;4;4;;4;4;4;;;;;;;;;;;;0;0;0;0;;;;;
54548500;1;01/12/2013;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;28;;;45;35;38;36;88;70;64;107;20;92;80;72;;;;;37;32;28;20;4;4;4;4;4;4;4;4;;4;4;;;;;;;;;;;;;0;0;0;0;;;;;
54548500;1;01/05/2009;;1;1;;;;;;0;0;0;;0;16;16;15;15;16;16;15;14;14;14;14;14;14;14;14;14;13;12;12;12;11;10;10;9;8;7;5;5;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;
54548500;1;01/03/2014;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/03/2014;01/01/1900 07:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/03/2014;01/01/1900 17:00:00;0;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;
54548500;1;01/02/2014;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;0;0;0;
54548500;1;01/02/2018;;1;1;;;;;;0;0;0;;0;29;37;42;50;58;63;70;77;83;90;95;72;64;53;47;40;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;
